OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape__Area,Shape__Length
41164,2016,CA,CCO,LAC,OAK FIRE,226396,2016/08/05 00:00:00+00,2016/08/05 00:00:00+00,14,,8,8.1005621,1,1,,48348.55245,1231.571102
41165,2016,CA,CCO,LAC,SPRINGS FIRE,236285,2016/08/15 00:00:00+00,2016/08/15 00:00:00+00,14,,,0.13284877,1,1,,797.8750298,110.0169997
41166,2016,CA,CCO,LAC,GORMAN FIRE,254944,2016/09/02 00:00:00+00,2016/09/02 00:00:00+00,14,,,4.48923302,1,1,,27000.61017,786.713144
41167,2016,CA,CCO,LAC,CALGROVE FIRE,273740,2016/09/20 00:00:00+00,2016/09/20 00:00:00+00,14,,7,7.8246336,1,1,,46573.97817,1191.895026
41168,2016,CA,CCO,LAC,SOLEDAD  FIRE,278851,2016/09/25 00:00:00+00,2016/09/25 00:00:00+00,14,,2,3.72542477,7,1,,22215.42981,1494.37565
41169,2016,CA,CCO,LAC,JOHNSON FIRE,295616,2016/10/11 00:00:00+00,2016/10/11 00:00:00+00,14,,5,101.4958115,7,1,,608600.3571,5050.784093
41170,2016,CA,CCO,LAC,SESNON FIRE,303335,2016/10/18 00:00:00+00,2016/10/19 00:00:00+00,14,,28,28.68535042,7,1,,170549.9714,2086.96003
41171,2016,CA,CCO,LAC,KAGEL FIRE,303946,2016/10/19 00:00:00+00,2016/10/19 00:00:00+00,14,,,61.80649948,7,1,,367312.1408,2847.430617
41172,2016,CA,CCO,LAC,NEWELL FIRE,326026,2016/11/09 00:00:00+00,2016/11/09 00:00:00+00,3,LA Co. inc # 852,1,0.5850569,7,1,,3457.439088,557.1488664
41173,2016,CA,CCO,LAC,CROSSROADS FIRE,327021,2016/11/10 00:00:00+00,2016/11/10 00:00:00+00,2,,2.5,0.91834772,7,1,,5424.550864,399.4403446
41174,2016,CA,CCO,LAC,RIDGE FIRE,336072,2016/11/19 00:00:00+00,2016/11/19 00:00:00+00,10,,1.5,4.44668388,7,1,,26581.21417,1093.575172
41175,2016,CA,CCO,LAC,LIBERTY FIRE,377364,2016/12/29 00:00:00+00,2016/12/29 00:00:00+00,14,,4.8,4.79898405,7,1,,28409.30876,1044.934217
41176,2016,CA,CDF,SKU,COTTONWOOD,8503,2016/09/26 00:00:00+00,2016/09/26 00:00:00+00,14,,0.23,0.22409803,1,1,,1637.753585,217.2505705
41177,2016,CA,CDF,SKU,GRADE,7392,2016/08/24 00:00:00+00,2016/09/10 00:00:00+00,9,Electrical extension cord was the cause,710,709.8526001,8,1,,5169102.792,12757.53178
41178,2016,CA,CDF,SKU,BOGUS,6824,2016/08/10 00:00:00+00,2016/08/11 00:00:00+00,9,Bird arc across powerlines was the cause,0.8,0.75355339,1,1,,5514.214683,410.066349
41179,2016,CA,CDF,SKU,TABLE,6064,2016/07/21 00:00:00+00,2016/07/26 00:00:00+00,14,,25,23.06367302,1,1,,167655.6822,1922.413535
41180,2016,CA,CDF,SKU,AGER,5797,2016/07/13 00:00:00+00,2016/07/13 00:00:00+00,5,,0.31,0.30688623,1,1,,2243.683327,229.4893403
41181,2016,CA,CDF,SKU,COPCO,5657,2016/07/06 00:00:00+00,2016/07/09 00:00:00+00,5,,2.3,2.37994933,8,1,,17407.73787,914.7446519
41182,2016,CA,CDF,SKU,MCADAMS,4029,2016/05/24 00:00:00+00,2016/05/24 00:00:00+00,5,,0.2,0.20091313,1,1,,1456.717739,167.3973208
41183,2016,CA,CDF,SKU,BAILEY,5993,2016/07/19 00:00:00+00,2016/07/20 00:00:00+00,6,,28,27.59345055,1,1,,202165.0705,3602.890807
41184,2016,CA,CDF,SKU,MOFFETT,8067,2016/09/12 00:00:00+00,2016/09/13 00:00:00+00,8,,29,29.21752739,1,1,,211792.9513,2132.366289
41185,2016,CA,CDF,HUU,JOHNSON,6315,2016/08/03 00:00:00+00,2016/08/06 00:00:00+00,2,,22,22.94097137,1,1,,164603.1932,1979.533683
41186,2016,CA,CDF,HUU,PANTHER,6316,2016/08/03 00:00:00+00,2016/08/03 00:00:00+00,9,,8,7.84517002,1,1,,54552.32001,1215.205406
41187,2016,CA,CDF,HUU,STAFFORD,6623,2016/08/14 00:00:00+00,2016/08/15 00:00:00+00,14,,23,24.02523232,1,1,,168134.8889,3024.842177
41188,2016,CA,CDF,HUU,SUMMIT,6659,2016/08/13 00:00:00+00,2016/08/18 00:00:00+00,14,,20,20.42371368,1,1,,145258.8026,1682.510577
41189,2016,CA,CDF,HUU,TULLEY,6956,2016/08/22 00:00:00+00,2016/09/04 00:00:00+00,7,,599,607.4457398,1,1,,4357405.651,17441.36745
41190,2016,CA,CDF,NEU,ATHENS,11390,2016/05/17 00:00:00+00,2016/05/17 00:00:00+00,14,,155,155.1552277,1,1,,1036137.995,8222.362923
41191,2016,CA,CDF,NEU,AUBURN,22624,2016/09/17 00:00:00+00,2016/09/17 00:00:00+00,7,,47,23.93883133,1,1,,161558.8019,2967.115248
41192,2016,CA,CDF,NEU,BREWER,22625,2016/09/17 00:00:00+00,2016/09/17 00:00:00+00,14,,15.9,16.63642883,1,1,,111052.3673,1386.484846
41193,2016,CA,CDF,NEU,CHICKEN,5191,2016/03/01 00:00:00+00,2016/03/01 00:00:00+00,7,,21,22.82077026,1,1,,153438.7372,2074.797624
41194,2016,CA,CDF,NEU,CHUCK,12126,2016/05/27 00:00:00+00,2016/05/28 00:00:00+00,2,,30,29.17670822,1,1,,196567.1853,1818.848311
41195,2016,CA,CDF,NEU,DOUGLAS,13580,2016/06/11 00:00:00+00,2016/06/11 00:00:00+00,14,,17.1,17.13173866,1,1,,116019.1236,1572.63388
41196,2016,CA,CDF,NEU,HAMMONTON,21773,2016/09/07 00:00:00+00,2016/09/09 00:00:00+00,14,,23,22.96180344,1,1,,154914.365,1894.249364
41197,2016,CA,CDF,NEU,MOORE,14460,2016/06/21 00:00:00+00,2016/06/21 00:00:00+00,2,,80,78.46805573,1,1,,524628.4042,3890.73121
41198,2016,CA,CDF,NEU,PALLADAY,12552,2016/05/31 00:00:00+00,2016/05/31 00:00:00+00,7,,15,15.7613554,1,1,,104999.7404,2078.690851
41199,2016,CA,CDF,NEU,SUNSET,23840,2016/10/01 00:00:00+00,2016/10/01 00:00:00+00,9,,13.9,13.91477871,1,1,,92880.22892,1337.713433
41200,2016,CA,CDF,NEU,VISTA,23722,2016/09/30 00:00:00+00,2016/09/30 00:00:00+00,14,,13.4,13.17779255,1,1,,88379.8409,1479.808586
41201,2016,CA,CDF,NEU,WALDO,16041,2016/07/06 00:00:00+00,2016/07/06 00:00:00+00,9,,23.1,23.1376915,1,1,,155841.8609,1712.458081
41202,2016,CA,CDF,NEU,WALEGRA,23729,2016/09/30 00:00:00+00,2016/09/30 00:00:00+00,10,,6.9,6.54772949,1,1,,43625.9431,942.5259455
41203,2016,CA,CDF,NEU,WALDO2,19236,2016/08/10 00:00:00+00,2016/08/10 00:00:00+00,14,,19,23.13819695,1,1,,155845.2481,1716.006419
41204,2016,CA,CDF,NEU,BEALE,15149,2016/06/28 00:00:00+00,2016/06/28 00:00:00+00,7,,8.1,10.51669407,1,1,,70784.43193,1600.817832
41205,2016,CA,CDF,NEU,JOINES,21431,2016/09/03 00:00:00+00,2016/09/07 00:00:00+00,10,,53,53.20847702,1,1,,359320.261,3419.493344
41206,2016,CA,CDF,NEU,BEALE ESCAPE,20037,2016/08/18 00:00:00+00,2016/08/19 00:00:00+00,18,,400,389.0289917,1,1,,2621885.176,11950.70075
41207,2016,CA,CDF,NEU,BUTTE,22876,2016/09/20 00:00:00+00,2016/09/20 00:00:00+00,16,,300,315.760376,4,1,,2129862.648,8790.210051
41208,2016,CA,CDF,MEU,OIL WELL,10818,2016/09/28 00:00:00+00,2016/09/28 00:00:00+00,10,,15,14.52853775,6,1,,98795.06377,1207.777799
41209,2016,CA,CDF,MEU,MINA,9604,2016/08/30 00:00:00+00,2016/08/30 00:00:00+00,2,,40,39.61154556,6,1,,273200.2829,2207.373582
41210,2016,CA,CDF,MEU,RUFF,10086,2016/09/10 00:00:00+00,2016/09/10 00:00:00+00,10,,46,45.96535873,6,1,,314833.4691,2592.973744
41211,2016,CA,CDF,LMU,DOCKERY,3870,2016/07/30 00:00:00+00,2016/08/17 00:00:00+00,10,,28,27.96324921,1,1,,195487.2644,3489.687947
41212,2016,CA,CDF,LMU,HOWARD,4700,2016/09/11 00:00:00+00,2016/10/17 00:00:00+00,6,,380,379.6225281,1,1,,2738598.698,10546.47776
41213,2016,CA,CDF,LMU,WILLARD,4695,2016/09/11 00:00:00+00,2016/11/28 00:00:00+00,14,blank,2575,2573.955322,3,1,,17967956.65,35924.51888
41214,2016,CA,CCO,MRN,PT REYES,,2016/07/15 00:00:00+00,2016/07/15 00:00:00+00,10,Marin CO. #16-1920,1,0.69600874,1,1,,4559.126283,540.5607561
41215,2016,CA,BLM,CDD,CEDAR,9192,2016/07/08 00:00:00+00,2016/07/08 00:00:00+00,9,,10.4,9.2256422,1,1,,52821.9648,1091.174284
41216,2016,CA,BLM,CND,CHIMNEY,1134,2016/06/01 00:00:00+00,2016/06/10 00:00:00+00,14, ,1324,1323.627441,2,1,,8171931.332,19262.40692
41217,2016,CA,BLM,CDD,CUDDEBACK,6849,2016/05/13 00:00:00+00,2016/05/14 00:00:00+00,14,,709,698.7192993,1,1,,4259374.702,14346.04468
41218,2016,CA,BLM,CND,DUTCH,1359,2016/06/18 00:00:00+00,2016/06/18 00:00:00+00,14,Kern Co. Inc # INC #1622111,27.1,27.00846863,1,1,,165958.5461,2152.186227
41219,2016,CA,BLM,CND,ERSKINE,1415,2016/06/23 00:00:00+00,2016/06/30 00:00:00+00,14,Kern Co. # 1622831,48007,48008.35156,2,1,,294304307,186583.037
41220,2016,CA,BLM,CDD,GREAT,6837,2016/05/13 00:00:00+00,2016/05/14 00:00:00+00,4,,10.9,10.49421597,1,1,,64788.70476,1803.336878
41221,2016,CA,BLM,CND,HAVILAH 2,2733,2016/08/27 00:00:00+00,2016/08/28 00:00:00+00,14, ,304,303.7995911,1,1,,1858847.311,8402.264079
41222,2016,CA,BLM,CND,HILLS,677,2016/04/28 00:00:00+00,2016/04/29 00:00:00+00,1,,151,1.53522146,1,1,,9326.119761,521.062639
41223,2016,CA,BLM,CDD,JOHAN,7612,2016/05/30 00:00:00+00,2016/05/31 00:00:00+00,9,Target shooting,230,229.7579498,1,1,,1401873.582,7179.227677
41224,2016,CA,CCO,KRN,MERCED,924,2016/05/26 00:00:00+00,,11,Possible power line,22.9,22.87388992,1,1,,140117.0479,1865.338172
41225,2016,CA,CCO,KRN,ONYX,1928,2016/07/13 00:00:00+00,2016/07/15 00:00:00+00,15,,265,266.2381287,1,1,,1636553.922,11658.85503
41226,2016,CA,CCO,KRN,POSO,61,2016/04/25 00:00:00+00,2016/04/26 00:00:00+00,14,also had a inc#1615010,50,50.00543213,1,1,,306315.1872,5075.892259
41227,2016,CA,BLM,CDD,ROSAMOND,6099,2016/04/18 00:00:00+00,2016/04/18 00:00:00+00,9,"Target shooting, Kern Co start date 4/16 ",16.5,16.50752449,1,1,,99693.6685,1974.65735
41228,2016,CA,BLM,CND,SODA,1171,2016/06/04 00:00:00+00,2016/06/04 00:00:00+00,14,,1995,2000.119263,2,1,,12098448.97,23909.5542
41229,2016,CA,BLM,CDD,TRONA,12426,2016/10/11 00:00:00+00,2016/10/11 00:00:00+00,9, Target shooting,15,14.04976654,1,1,,85785.09213,1872.400961
41230,2016,CA,CDF,RRU,BRIGSS,84348,2016/07/12 00:00:00+00,2016/07/15 00:00:00+00,14,,173,118.9173508,1,1,,698268.2456,4212.522432
41231,2016,CA,LRA,RRU,CHECKPOINT,86850,2016/07/18 00:00:00+00,2016/07/18 00:00:00+00,14,,12,10.14399338,1,1,,59145.94138,1958.628494
41232,2016,CA,CDF,RRU,TEMECULA,67665,2016/06/05 00:00:00+00,2016/06/07 00:00:00+00,14, ,139,139.9618073,2,1,,815748.2684,4220.777673
41233,2016,CA,CDF,RRU,WOLF,89026,2016/07/23 00:00:00+00,2016/07/23 00:00:00+00,14,BLM # 009681  Target shooting,12,10.50979328,1,1,,61850.3088,1565.22901
41234,2016,CA,CDF,RRU,EVERGREEN 1,85959,2016/07/16 00:00:00+00,2016/07/16 00:00:00+00,14,,2,2.37609386,1,1,,13909.76519,615.9778353
41235,2016,CA,CDF,RRU,EVERGREEN 2,104305,2016/08/28 00:00:00+00,2016/08/28 00:00:00+00,7,USFS #002618,43,36.15096664,1,1,,211618.2122,3832.568366
41236,2016,CA,CDF,RRU,BOGART,105125,2016/08/30 00:00:00+00,2016/09/02 00:00:00+00,14,,1470,1458.702759,2,1,,8607548.034,14040.61076
41237,2016,CA,CDF,MMU,GRUB,15414,2016/08/04 00:00:00+00,2016/08/04 00:00:00+00,9,,85,85.13574219,1,1,,545848.5892,3737.483504
41238,2016,CA,CDF,MMU,BROKEN,13124,2016/07/04 00:00:00+00,2016/07/05 00:00:00+00,2,,103,101.3506393,1,1,,648668.235,4828.188361
41239,2016,CA,CDF,MMU,SERPA,14274,2016/07/21 00:00:00+00,2016/07/21 00:00:00+00,14,,77,63.66468048,1,1,,407646.2212,3771.715894
41240,2016,CA,CDF,MMU,SPRING,9930,2016/05/27 00:00:00+00,2016/05/27 00:00:00+00,5,,39,38.9958992,1,1,,248501.2345,1907.961149
41241,2016,CA,CDF,MMU,DINOSAUR,12363,2016/06/25 00:00:00+00,2016/06/26 00:00:00+00,10,,1246,1246.31897,1,1,,7938765.812,15288.88373
41242,2016,CA,USF,INF,HORSESHOE,1457,2016/08/09 00:00:00+00,2016/08/26 00:00:00+00,9,FIRESTAT C_Meth 03 GPS Different Corrected Data,379,372.9368897,4,1,,2338407.78,10316.26012
41243,2016,CA,USF,ENF,ALDER,22289,2016/08/06 00:00:00+00,2016/08/11 00:00:00+00,9,FIRESTSAT C_Meth 02 GPS Uncorrected Data,25,24.99904633,4,1,,166587.2506,2027.114257
41244,2016,CA,USF,INF,CLARK,1415,2016/08/04 00:00:00+00,2017/01/06 00:00:00+00,1,FIRESTAT C_Meth 03 GPS Different Corrected Data,2819,2822.046631,4,1,,18285528.19,27198.14624
41245,2016,CA,USF,PNF,TOBIN,1155,2016/09/26 00:00:00+00,2016/09/30 00:00:00+00,9,Fire in StorrieFire2001 regrowth&hvy postfire fuel,248,248.370224,3,1,,1711643.535,10433.03995
41246,2016,CA,USF,PNF,NELSON,524,2016/06/28 00:00:00+00,2016/08/18 00:00:00+00,9,FIRESTSAT C_Meth 20 Digitized Other,22,22.11632347,6,1,,151450.5004,2151.485375
41247,2016,CA,USF,BDF,BASIN,10449,2016/08/15 00:00:00+00,2016/08/16 00:00:00+00,9,FIRESTSAT C_Meth 02 GPS Uncorrected Data,40,36.23268127,4,1,,214711.2861,3419.592958
41248,2016,CA,USF,BDF,EAST,9633,2016/07/21 00:00:00+00,2016/07/23 00:00:00+00,9,FIRESTSAT C_Meth 02 GPS Uncorrected Data,15,13.59302902,4,1,,80857.70291,1138.477445
41249,2016,CA,USF,BDF,KEN,11085,2016/09/03 00:00:00+00,2016/09/04 00:00:00+00,9,FIRESTSAT C_Meth 02 GPS Uncorrected Data,20,17.31615448,4,1,,102802.6273,1870.999981
41250,2016,CA,USF,BDF,PILOT,10205,2016/08/07 00:00:00+00,,14,FIRESTSAT C_Meth 02 GPS Uncorrected Data,8110,8110.85498,4,1,,48226403.38,52377.60929
41251,2016,CA,USF,BDF,BLUE CUT,10468,2016/08/16 00:00:00+00,2016/08/26 00:00:00+00,9,FIRESTSAT C_Meth 02 GPS Uncorrected Data,36274,36266.69531,4,1,,215722539.1,157079.3843
41252,2016,CA,USF,SQF,JACOBSON,3384,2016/10/20 00:00:00+00,2016/10/21 00:00:00+00,9,,1702,1704.502197,3,1,,10623342.87,21379.85412
41253,2016,CA,USF,ENF,SALT,28604,2016/10/03 00:00:00+00,2016/11/15 00:00:00+00,1,FIRESTSAT C_Meth 02 GPS Uncorrected Data,77,77.80781555,4,1,,515004.8217,2743.250447
41254,2016,CA,USF,ENF,TRAILHEAD,15200,2016/06/28 00:00:00+00,2016/11/08 00:00:00+00,9,SuprStratAttainDate unreported Fire Out Date used ,5646,5644.680176,3,1,,37835129.39,38559.99885
41255,2016,CA,USF,INF,WILSON,1404,2016/08/03 00:00:00+00,2016/08/08 00:00:00+00,9,FIRESTSAT C_Meth 20 Digitized Other,16,15.97390842,6,1,,104443.7476,1740.177022
41256,2016,CA,USF,INF,MARINA,992,2016/06/24 00:00:00+00,2016/07/07 00:00:00+00,9,FIRESTAT C_Meth 03 GPS Different Corrected Data,654,641.2314453,4,1,,4183536.61,17264.47902
41257,2016,CA,USF,INF,OWENS RIVER,1763,2016/09/17 00:00:00+00,2016/11/18 00:00:00+00,9,FIRESTAT C_Meth 03 GPS Different Corrected Data,5443,5461.39209,4,1,,35401553.82,61696.11111
41258,2016,CA,USF,INF,ROCK CREEK,1421,2016/08/05 00:00:00+00,2016/08/10 00:00:00+00,2,FIRESTAT C_Meth 03 GPS Different Corrected Data,122,123.2365952,4,1,,794367.1492,7229.142612
41259,2016,CA,USF,INF,ASH,885,2016/06/12 00:00:00+00,2016/06/23 00:00:00+00,1,FIRESTSAT C_Meth 20 Digitized Other,110,109.7020645,6,1,,686623.2006,4309.486733
41260,2016,CA,USF,LNF,LEMM,4052,2016/08/08 00:00:00+00,2016/08/10 00:00:00+00,4,FIRESTAT C_Meth 03 GPS Different Corrected Data,10,12.20265961,4,1,,84731.18977,1981.58302
41261,2016,CA,USF,LNF,MURKEN,3903,2016/07/31 00:00:00+00,2016/08/01 00:00:00+00,9,FIRESTAT C_Meth 03 GPS Different Corrected Data,20,19.84307289,4,1,,140578.4272,1798.094813
41262,2016,CA,USF,SQF,CEDAR,2595,2016/08/16 00:00:00+00,2016/08/16 00:00:00+00,9, ,29193,29100.55859,3,1,,179369477.9,127541.8426
41263,2016,CA,USF,SQF,BOREL,1283,2016/06/12 00:00:00+00,2016/06/12 00:00:00+00,9,FIRESTSAT C_Meth 02 GPS Uncorrected Data,16,16.03194046,4,1,,98327.95788,1563.99697
41264,2016,CA,USF,SQF,TULE,2683,2016/08/22 00:00:00+00,2016/08/22 00:00:00+00,9,FIRESTSAT C_Meth 02 GPS Uncorrected Data,387,387.522583,4,1,,2410687.734,7623.10203
41265,2016,CA,USF,SQF,MEADOW,3456,2016/10/29 00:00:00+00,2016/11/25 00:00:00+00,1,,4357,4346.275391,3,1,,26913495.27,30058.54874
41266,2016,CA,USF,SQF,SLATE,3261,2016/10/04 00:00:00+00,2016/10/14 00:00:00+00,1,Dist to correct fire report to match these acres,2614,2614.71167,3,1,,16234635.39,24825.66136
41267,2016,CA,USF,SQF,BAILY,2019,2016/07/20 00:00:00+00,2016/07/26 00:00:00+00,9,FIRESTSAT C_Meth 01 original CFF,42,41.73147964,8,1,,264352.6511,2802.637757
41268,2016,CA,USF,SQF,HIDDEN,3464,2016/10/29 00:00:00+00,2016/11/23 00:00:00+00,1,,2739,2767.802979,3,1,,17263276.58,27430.2659
41269,2016,CA,USF,STF,OLD,2609,2016/09/13 00:00:00+00,2016/10/17 00:00:00+00,2,FIRESTAT C_Meth 03 GPS Different Corrected Data,100,149.4954224,4,1,,969388.8715,5193.594688
41270,2016,CA,USF,STF,EARLY,2417,2016/08/29 00:00:00+00,2016/09/01 00:00:00+00,9,FIRESTSAT C_Meth 20 Digitized Other,153,184.5865784,6,1,,1201087.347,4774.286711
41271,2016,CA,USF,STF,MOKELUMNE,2257,2016/08/19 00:00:00+00,2016/08/20 00:00:00+00,1,FIRESTAT C_Meth 03 GPS Different Corrected Data,655,649.8756104,4,1,,4308763.552,9932.62445
41272,2016,CA,USF,TNF,SACRED,387,2016/04/05 00:00:00+00,2016/04/08 00:00:00+00,5,FIRESTSAT C_Meth 02 GPS Uncorrected Data,23.3,23.26216125,4,1,,158644.9947,3579.839645
41273,2016,CA,USF,TNF,PHOENIX,1585,2016/09/07 00:00:00+00,2016/09/10 00:00:00+00,4,FIRESTSAT C_Meth 20 Digitized Other,38,37.95890045,6,1,,257410.1922,2707.474645
41274,2016,CA,USF,TMU,EMERALD,29631,2016/10/14 00:00:00+00,2016/10/18 00:00:00+00,9,FIRESTAT GPS Different Corrected Data INC#29621,176,175.3266907,4,1,,1174538.962,6117.638606
41275,2016,CA,USF,ANF,WHEATLAND,1912,2016/05/23 00:00:00+00,2016/05/25 00:00:00+00,2,FIRESTSAT C_Meth 20 Digitized Other,130,155.9129944,6,1,,926482.9062,8357.394185
41276,2016,CA,USF,ANF,RESERVOIR,2417,2016/06/20 00:00:00+00,2016/07/03 00:00:00+00,2,SanGabrl cmplx FIRESTSAT C_Meth 20 LAC #177171,1146,1146.538818,6,1,,6799410.697,16876.7938
41277,2016,CA,USF,ANF,FISH,2419,2016/06/20 00:00:00+00,2016/07/03 00:00:00+00,9,LAC#177288 FIRESTSAT C_Meth 20 SanGabrielCmplx,4253,4245.793945,6,1,,25167429.69,41885.30508
41278,2016,CA,USF,ANF,SPUNKY,3092,2016/07/28 00:00:00+00,2016/07/28 00:00:00+00,2,FIRESTSAT C_Meth 20 Digitized Other,31,30.64844322,6,1,,183424.8253,2484.074489
41279,2016,CA,USF,ANF,SAND,3008,2016/07/22 00:00:00+00,2016/08/07 00:00:00+00,2,FIRESTSAT C_Meth 20 Digitized Other,41432,41382.85938,6,1,,246512875.7,121359.9624
41280,2016,CA,USF,ANF,PLEASANT,3761,2016/09/05 00:00:00+00,2016/09/09 00:00:00+00,9,FIRESTSAT C_Meth 20 Digitized Other,14,12.44053078,6,1,,74117.16422,2009.343891
41281,2016,CA,USF,ANF,MAREK,4852,2016/11/14 00:00:00+00,2016/11/14 00:00:00+00,2,FIRESTSAT C_Meth 02 GPS Uncorrected Data,43,41.84724426,4,1,,248857.0944,3473.381799
41282,2016,CA,USF,ANF,BURRO,2371,2016/06/18 00:00:00+00,2016/06/18 00:00:00+00,9,FIRESTSAT C_Meth 20 Digitized Other,11,19.11580276,6,1,,113494.501,1650.684064
41283,2016,CA,USF,CNF,FEATHER,2083,2016/07/18 00:00:00+00,2016/07/20 00:00:00+00,2,FIRESTSAT C_Meth 20  Alt inc #017022,100,100.0661469,6,1,,576830.6174,5538.187669
41284,2016,CA,USF,CNF,HOLY,2642,2016/08/31 00:00:00+00,2016/09/09 00:00:00+00,9,FIRESTSAT C_Meth 20 Digitized Other,146,146.0501251,6,1,,855536.6417,5305.893814
41285,2016,CA,USF,LPF,COLEMAN,1504,2016/06/04 00:00:00+00,2016/06/21 00:00:00+00,5,"Init IC Ft Hunter Liggett Chief 8801, J. Minetti",2520,2522.638672,8,1,,15679234.06,36724.31413
41286,2016,CA,USF,LPF,SHERPA ,1643,2016/06/15 00:00:00+00,2016/07/11 00:00:00+00,9,FIRESTSAT C_Meth 20 Digitized Other,7474,7465.751465,6,1,,44587072.12,50070.33971
41287,2016,CA,USF,LPF,REY,2809,2016/08/18 00:00:00+00,2016/09/15 00:00:00+00,9,,32606,32580.43555,8,1,,194972416.8,167261.4306
41288,2016,CA,USF,LPF,PINE,1986,2016/06/30 00:00:00+00,2016/12/15 00:00:00+00,4,,2304,2300.254639,8,1,,13784500.12,39191.89249
41289,2016,CA,USF,MDF,SOUP 1,905,2016/09/17 00:00:00+00,2016/12/12 00:00:00+00,7,FIRESTAT C_Meth 03 GPS Different Corrected Data,133,133.1479645,4,1,,954857.9745,4468.883546
41290,2016,CA,USF,MDF,SOUP 2,906,2016/09/17 00:00:00+00,2016/12/12 00:00:00+00,7,FIRESTAT C_Meth 03 GPS Different Corrected Data,2588,2512.538574,4,1,,18025730.23,40632.23616
41291,2016,CA,USF,SRF,WILDERNESS,683,2016/07/04 00:00:00+00,2016/07/04 00:00:00+00,4,Red Mtn Lookout saw fire in MarbleMtnWild,39,46.72559738,8,1,,336941.1319,2503.872607
41292,2016,CA,USF,SNF,WARM,2114,2016/09/13 00:00:00+00,,1,FIRESTSAT C_Meth 02 GPS Uncorrected Data,26.5,26.46886635,4,1,,169914.1803,3168.837988
41293,2016,CA,USF,SNF,CROWN,2154,2016/09/15 00:00:00+00,2016/10/06 00:00:00+00,1,FIRESTSAT C_Meth 02 GPS Uncorrected Data,797,796.3286743,4,1,,5055493.369,11184.56777
41294,2016,CA,USF,SNF,SACATA,2370,2016/10/11 00:00:00+00,2016/10/15 00:00:00+00,9,FIRESTSAT C_Meth 02 GPS Uncorrected Data,1900,2099.057373,4,1,,13318640.66,19264.71096
41295,2016,CA,USF,KNF,GAP,7501,2016/08/27 00:00:00+00,,7,,30696,33011.44141,3,1,,240998600.8,250892.8766
41296,2016,CA,USF,KNF,DILLON,4511,2016/06/07 00:00:00+00,2016/06/08 00:00:00+00,1,geometry combo IR flight on Pony Fire,5,14.82834721,3,1,,107443.6145,2032.371186
41297,2016,CA,USF,KNF,PONY,4500,2016/06/07 00:00:00+00,2016/12/15 00:00:00+00,1,"Fire Out Date was used as ""Cont Date""",2860,2857.174561,3,1,,20702002.14,44144.48167
41298,2016,CA,USF,SNF,SPRING,1415,2016/07/12 00:00:00+00,,1,FIRESTSAT C_Meth 02 GPS Uncorrected Data,178,178.4469605,4,1,,1146365.966,7568.991081
41299,2016,CA,CDF,SCU,DIABLO ,5693,2016/08/02 00:00:00+00,2016/08/02 00:00:00+00,14,,25,101.0175476,2,1,,651812.1335,3114.35862
41300,2016,CA,CDF,SCU,COE ,3873,2016/06/21 00:00:00+00,2016/06/23 00:00:00+00,9,,90,84.74403381,2,1,,541154.4499,4420.356957
41301,2016,CA,CDF,SCU,LOMA ,6912,2016/09/26 00:00:00+00,2016/10/26 00:00:00+00,14,,2000,4474.123535,2,1,,28526542.81,36396.55095
41302,2016,CA,CDF,SCU,SIERRA,5839,2016/07/30 00:00:00+00,2016/08/01 00:00:00+00,2,,50,123.9659424,2,1,,796736.558,3794.137086
41303,2016,CA,CDF,AEU,CAMANCHE,16373,2016/06/17 00:00:00+00,2016/06/19 00:00:00+00,14,,201,209.5521393,1,1,,1377675.7,7185.405687
41304,2016,CA,CDF,AEU,MIDDLE,19286,2016/07/11 00:00:00+00,2016/07/11 00:00:00+00,14,,13,12.63780499,1,1,,83225.54892,1211.907593
41305,2016,CA,CDF,AEU,RANCHO,17670,2016/06/28 00:00:00+00,2016/06/29 00:00:00+00,10,,372,371.6552429,1,1,,2451529.277,9697.620668
41306,2016,CA,CDF,AEU,SCOTT,,,,14,,,86.69641113,1,1,,573929.9558,4668.884698
41307,2016,CA,CDF,AEU,STORKSBILL,20505,2016/07/22 00:00:00+00,2016/07/24 00:00:00+00,2,,49,49.23259354,1,1,,328440.8356,3023.816685
41308,2016,CA,CDF,AEU,HOYA,23367,2016/08/15 00:00:00+00,2016/08/15 00:00:00+00,2,,23,22.55442619,1,1,,148311.6582,2677.923068
41309,2016,CA,CDF,AEU,BELL,,,,14,,,45.81971359,1,1,,303401.298,2927.881007
41310,2016,CA,CDF,AEU,WILLOW,25046,2016/08/30 00:00:00+00,2016/08/30 00:00:00+00,10,,18,18.02715111,1,1,,118951.0967,1787.421599
41311,2016,CA,CDF,AEU,BOYS,26290,2016/09/11 00:00:00+00,2016/09/11 00:00:00+00,2,,40,40.22324753,1,1,,266590.6396,3523.232792
41312,2016,CA,CDF,AEU,CLAY,14781,2016/06/03 00:00:00+00,2016/06/03 00:00:00+00,2,,32,31.77723885,1,1,,209147.623,1895.357004
